Trip_Distance_km,Time_of_Day,Day_of_Week,Passenger_Count,Traffic_Conditions,Weather,Base_Fare,Per_Km_Rate,Per_Minute_Rate,Trip_Duration_Minutes,Trip_Price,Distance_Cost,Time_Cost,Avg_Speed,Is_Peak,Is_Weekend,High_Traffic,Bad_Weather,Traffic_Time,Distance_per_Min,Fare_per_Km,Distance_Bin
25.87,Afternoon,Weekday,2.0,,Rain,4.35,1.26,0.23,112.39,62.7959,32.5962,25.849700000000002,13.810763533605124,0,0,0,1,0.0,0.2281506305670694,0.1618905842947525,"(20.734, 30.486]"
12.88,Morning,Weekday,4.0,Medium,Rain,4.81,0.76,0.18,98.13,32.2622,9.7888,17.6634,7.875219350538976,1,0,0,1,0.0,0.12993039443155455,0.3465417867435158,"(10.982, 20.734]"
6.63,Afternoon,Weekend,4.0,Medium,Clear,4.08,1.72,0.25,101.28,40.8036,11.403599999999999,25.32,3.927701850107523,0,1,0,0,0.0,0.06482205709816191,0.5347313237221494,"(1.181, 10.982]"
30.92,Morning,Weekday,4.0,Low,Rain,2.47,1.31,0.23,15.73,46.5931,40.5052,3.6179,117.93574307400863,1,0,0,1,0.0,1.8481769276748357,0.07738095238095238,"(30.486, 40.238]"
15.14,Morning,Weekday,3.0,Low,Rain,2.73,0.7,0.37,89.96,46.61319999999999,10.597999999999999,33.285199999999996,10.097753905598674,1,0,0,1,0.0,0.1664467897977133,0.1691449814126394,"(10.982, 20.734]"
29.48,Morning,Weekday,2.0,Low,Clear,4.53,1.65,0.22,115.39,78.5578,48.641999999999996,25.3858,15.328804945983467,1,0,0,0,0.0,0.2532863648079732,0.1486220472440945,"(20.734, 30.486]"
8.56,Night,Weekend,4.0,Medium,Clear,2.63,1.22,0.33,83.03,46.2939,10.443200000000001,27.399900000000002,6.185671306723064,0,1,0,0,0.0,0.10186838034035464,0.2751046025104602,"(1.181, 10.982]"
24.58,Afternoon,Weekend,1.0,Medium,Clear,2.22,1.92,0.13,70.61,58.59289999999999,47.193599999999996,9.1793,20.88638249781194,0,1,0,0,0.0,0.3432481496997626,0.08678655199374513,"(20.734, 30.486]"
27.1,,Weekday,3.0,High,Clear,4.11,1.05,0.18,113.75,53.040000000000006,28.455000000000002,20.474999999999998,14.294430095313784,0,0,1,0,113.75,0.23616557734204793,0.14626334519572953,"(20.734, 30.486]"
3.54,Afternoon,Weekend,2.0,Low,Snow,3.21,0.7,0.26,55.94,20.2324,2.4779999999999998,14.5444,3.7968845525432333,0,1,0,1,0.0,0.06217070600632245,0.7070484581497797,"(1.181, 10.982]"
17.49,Afternoon,Weekday,2.0,Low,Clear,4.76,1.28,0.47,73.92,61.8896,22.3872,34.742399999999996,14.196313341612486,0,0,0,0,0.0,0.23344901227976506,0.2574364521362899,"(10.982, 20.734]"
7.59,Afternoon,Weekday,2.0,High,,3.95,0.67,0.25,59.78,23.9803,5.0853,14.945,7.617855959960254,0,0,1,0,59.78,0.12487660414610069,0.45983701979045405,"(1.181, 10.982]"
4.11,Afternoon,Weekend,4.0,Low,Snow,2.27,1.9,0.37,112.28,51.6226,7.809,41.5436,2.1962832403816868,0,1,0,1,0.0,0.03628177966101695,0.44422700587084146,"(1.181, 10.982]"
49.51,Morning,Weekend,2.0,Medium,Clear,4.84,0.78,0.2,13.75,46.207800000000006,38.6178,2.75,216.03420941631637,1,1,0,0,0.0,3.356610169491525,0.09582260938428035,"(40.238, 49.99]"
16.8,Afternoon,Weekday,4.0,Medium,Rain,2.78,0.88,0.29,62.63,26.9585,14.784,18.1627,16.09436920610692,0,0,0,1,0.0,0.264026402640264,0.15617977528089885,"(10.982, 20.734]"
40.68,Morning,Weekday,3.0,,Clear,3.01,1.11,0.12,84.0,58.2448,45.1548,10.08,29.056935307604945,1,0,0,0,0.0,0.47858823529411765,0.07221689059500959,"(40.238, 49.99]"
13.48,Afternoon,Weekday,3.0,Low,Rain,3.21,1.07,0.22,96.07,38.769,14.4236,21.135399999999997,8.418808667792227,0,0,0,1,0.0,0.13886885752549707,0.22168508287292818,"(10.982, 20.734]"
34.39,,Weekday,4.0,Low,Clear,2.15,1.69,0.16,72.05,71.7971,58.119099999999996,11.528,28.638207037831748,0,0,0,0,0.0,0.47077344284736483,0.060751624752755015,"(30.486, 40.238]"
38.25,Morning,,1.0,Low,Rain,3.49,1.18,0.17,109.53,67.24510000000001,45.135,18.6201,20.953048737065256,1,0,0,1,0.0,0.34605989324165387,0.0889171974522293,"(30.486, 40.238]"
30.19,Morning,Weekday,2.0,Medium,,2.37,0.76,0.4,113.33,70.6464,22.9444,45.332,15.98332665670172,1,0,0,0,0.0,0.2640601766815359,0.07598589291439564,"(20.734, 30.486]"
24.11,Evening,,2.0,Medium,Clear,3.2,0.9,0.11,12.4,26.263,21.699,1.364,116.65564569456316,1,0,0,0,0.0,1.7992537313432835,0.12743926722421348,"(20.734, 30.486]"
21.18,Afternoon,Weekday,2.0,Low,Rain,3.05,1.26,0.32,51.27,46.1432,26.686799999999998,16.4064,24.78613474388831,0,0,0,1,0.0,0.40520374976085705,0.1375112714156898,"(20.734, 30.486]"
18.09,Morning,Weekday,4.0,Medium,Clear,4.32,0.72,0.25,7.7,19.2698,13.024799999999999,1.925,140.9500558398047,1,0,0,0,0.0,2.0793103448275865,0.22629649030906235,"(10.982, 20.734]"
46.55,Night,Weekday,3.0,High,Clear,4.41,1.42,0.3,42.88,83.375,66.101,12.864,65.1343497992099,0,0,1,0,42.88,1.0608477666362806,0.09274447949526815,"(40.238, 49.99]"
41.7,,Weekday,2.0,Low,Clear,2.46,1.35,0.33,66.74,80.7792,56.29500000000001,22.0242,37.48842533630204,0,0,0,0,0.0,0.6155890168290523,0.05761124121779859,"(40.238, 49.99]"
48.29,Afternoon,Weekend,3.0,Medium,Rain,3.1,1.57,0.23,109.74,104.1555,75.81530000000001,25.2402,26.4022613326335,0,1,0,1,0.0,0.4360664619830233,0.06289308176100629,"(40.238, 49.99]"
7.09,Night,Weekend,2.0,,Clear,3.51,1.91,0.22,102.35,39.1789,13.5419,22.517,4.156301965987498,0,1,0,0,0.0,0.06860183841315917,0.4338689740420272,"(1.181, 10.982]"
36.81,Morning,Weekday,2.0,Low,Clear,2.45,1.87,0.39,19.66,78.95210000000002,68.83470000000001,7.667400000000001,112.33634782254866,1,0,0,0,0.0,1.781703775411423,0.06479767257339328,"(30.486, 40.238]"
46.98,Morning,Weekend,4.0,Low,Clear,4.4,1.92,0.45,15.7,101.6666,90.20159999999998,7.0649999999999995,179.53454008127076,1,1,0,0,0.0,2.8131736526946107,0.09170487703209672,"(40.238, 49.99]"
9.88,Morning,Weekend,1.0,Medium,Clear,4.12,0.87,0.18,72.77,25.8142,8.595600000000001,13.0986,8.146146932964687,1,1,0,0,0.0,0.1339297817541006,0.3786764705882353,"(1.181, 10.982]"
4.26,Afternoon,Weekend,4.0,,Clear,2.57,0.7,0.14,66.19,14.8186,2.9819999999999998,9.2666,3.861575510722066,0,1,0,0,0.0,0.06340229200773925,0.48859315589353614,"(1.181, 10.982]"
37.31,Morning,Weekday,2.0,High,Clear,3.1,0.95,0.46,35.63,54.9343,35.4445,16.3898,62.828018613214496,1,0,1,0,35.63,1.0185640185640186,0.0809188201513965,"(30.486, 40.238]"
29.15,Afternoon,Weekday,2.0,Medium,Clear,2.32,1.84,0.24,108.44,81.9816,53.636,26.025599999999997,16.128645544196544,0,0,0,0,0.0,0.26635599415204675,0.07694859038142621,"(20.734, 30.486]"
7.85,Afternoon,,3.0,Low,Clear,2.36,1.22,0.24,51.3,28.7235,9.577,12.312,9.181179167495117,0,0,0,0,0.0,0.15009560229445507,0.26666666666666666,"(1.181, 10.982]"
39.97,Night,Weekday,3.0,Medium,Rain,4.96,0.67,0.15,107.38,47.846900000000005,26.7799,16.107,22.333643134793437,0,0,0,1,0.0,0.36879498062373134,0.12106419331217964,"(30.486, 40.238]"
10.88,Evening,Weekday,2.0,Medium,Clear,3.51,1.92,0.34,61.57,41.9406,20.8896,20.9338,10.602462863769397,1,0,0,0,0.0,0.17388524852165577,0.2954545454545454,"(1.181, 10.982]"
9.05,Afternoon,Weekend,2.0,Medium,Clear,3.74,0.51,0.18,59.73,19.1069,4.615500000000001,10.751399999999999,9.090817771795363,0,1,0,0,0.0,0.149020253581426,0.37213930348258706,"(1.181, 10.982]"
40.91,Afternoon,Weekday,1.0,Medium,Clear,4.73,1.16,0.28,19.1,57.53359999999999,47.45559999999999,5.348000000000001,128.50905207166264,0,0,0,0,0.0,2.035323383084577,0.11286089238845147,"(40.238, 49.99]"
33.59,Afternoon,Weekday,1.0,Low,Rain,3.66,0.57,0.42,111.71,69.7245,19.1463,46.9182,18.041260184798936,0,0,0,1,0.0,0.2980214710318517,0.10581092801387684,"(30.486, 40.238]"
26.63,Afternoon,Weekend,2.0,High,Clear,2.52,1.22,0.34,57.22,57.1264,32.4886,19.454800000000002,27.92351006455717,0,1,1,0,57.22,0.45740295431123323,0.09120521172638436,"(20.734, 30.486]"
25.87,Morning,Weekend,1.0,Low,Clear,3.14,1.22,0.14,89.47,34.4316,31.5614,12.5258,17.348715667493007,1,1,0,0,0.0,0.28595114402564387,0.11685895050241905,"(20.734, 30.486]"
43.98,Evening,Weekend,4.0,Low,Clear,4.53,1.21,0.32,47.22,72.8562,53.215799999999994,15.1104,55.882390312702505,1,1,0,0,0.0,0.9120696806304438,0.10071142730102269,"(40.238, 49.99]"
20.23,Afternoon,Weekend,2.0,Low,Clear,3.93,1.42,0.38,7.17,35.3812,28.726599999999998,2.7246,169.27453769559034,0,1,0,0,0.0,2.4761321909424727,0.18511540273198304,"(10.982, 20.734]"
41.01,Morning,,1.0,Medium,Clear,3.95,1.8,0.42,16.56,84.7232,73.818,6.9552,148.58157313140828,1,0,0,0,0.0,2.3354214123006836,0.09402523208759819,"(40.238, 49.99]"
19.47,,Weekday,2.0,Low,Clear,4.68,1.15,0.16,84.35,40.56649999999999,22.390499999999996,13.495999999999999,13.849338356810739,0,0,0,0,0.0,0.2281195079086116,0.22862725940400586,"(10.982, 20.734]"
23.67,Evening,Weekday,1.0,Medium,Snow,4.76,1.73,0.38,43.49,62.2353,40.9491,16.5262,32.65533241666016,1,0,0,1,0.0,0.5320296695886716,0.19294689906769352,"(20.734, 30.486]"
15.77,Evening,Weekday,3.0,Low,Clear,2.28,1.86,0.37,61.57,63.0548,29.3322,22.7809,15.367724206033397,1,0,0,0,0.0,0.25203771775611317,0.13595706618962433,"(10.982, 20.734]"
37.63,Evening,Weekday,4.0,Medium,Clear,3.63,0.68,0.11,85.34,38.6058,25.588400000000004,9.387400000000001,26.45634082722643,1,0,0,0,0.0,0.435835070650915,0.09396841832772455,"(30.486, 40.238]"
25.63,Morning,Weekday,3.0,Medium,Rain,4.22,1.3,0.26,85.95,59.886,33.319,22.347,17.891672658480566,1,0,0,1,0.0,0.29476710753306495,0.15846789335336087,"(20.734, 30.486]"
12.38,Afternoon,Weekday,2.0,Medium,Rain,4.27,0.93,0.23,61.64,29.9606,11.5134,14.177200000000001,12.050499183979388,0,0,0,1,0.0,0.19763729246487868,0.3191330343796711,"(10.982, 20.734]"
45.08,Afternoon,Weekend,2.0,High,Clear,3.82,0.57,0.29,110.21,70.29329999999999,25.695599999999995,31.960899999999995,24.542103935556106,0,1,1,0,110.21,0.40535923028504633,0.08289930555555555,"(40.238, 49.99]"
19.81,Morning,Weekday,3.0,Low,Rain,2.5,1.5,0.19,61.26,43.8544,29.714999999999996,11.6394,19.402356490142115,1,0,0,1,0.0,0.3181818181818182,0.1201345506967804,"(10.982, 20.734]"
45.42,Evening,Weekend,3.0,Medium,Clear,4.16,0.74,0.47,27.93,50.89789999999999,33.6108,13.127099999999999,97.57040665077012,1,1,0,0,0.0,1.5699965433805738,0.08961654459284792,"(40.238, 49.99]"
31.59,Morning,,3.0,High,,2.26,1.72,0.42,40.38,73.5544,54.3348,16.959600000000002,46.9383813019123,1,0,1,0,40.38,0.7634122764620589,0.06934642528382938,"(30.486, 40.238]"
6.73,Afternoon,Weekday,4.0,Low,Clear,3.39,1.78,0.47,9.87,20.0083,11.979400000000002,4.6389,40.909367211719655,0,0,0,0,0.0,0.6191352345906165,0.4385510996119017,"(1.181, 10.982]"
31.76,Morning,Weekday,3.0,Low,Clear,3.01,0.9,0.1,33.58,34.952,28.584000000000003,3.358,56.7470503802791,1,0,0,0,0.0,0.9184499710815501,0.09188034188034186,"(30.486, 40.238]"
7.82,Night,Weekend,2.0,Low,Rain,3.2,0.98,0.27,93.64,36.1464,7.6636,25.2828,5.0106470911121885,0,1,0,1,0.0,0.08262890955198647,0.36281179138321995,"(1.181, 10.982]"
39.91,Evening,Weekday,4.0,Medium,Clear,3.65,1.33,0.44,42.63,75.4875,53.0803,18.7572,56.17091948037325,1,0,0,0,0.0,0.9147375658950262,0.08922023955023223,"(30.486, 40.238]"
31.38,Night,Weekday,4.0,High,Clear,3.86,0.58,0.2,32.85,28.6304,18.2004,6.57,57.314021661704814,0,0,1,0,32.85,0.9270310192023633,0.11920938851142682,"(30.486, 40.238]"
27.14,Afternoon,Weekend,2.0,Medium,Clear,3.99,0.57,0.49,24.44,31.4354,15.4698,11.9756,66.62684222154938,0,1,0,0,0.0,1.0668238993710693,0.1417910447761194,"(20.734, 30.486]"
44.8,Morning,Weekend,1.0,Low,Clear,4.51,1.58,0.35,94.11,108.2325,70.78399999999999,32.9385,28.56213859012693,1,1,0,0,0.0,0.4710335401114499,0.09847161572052401,"(40.238, 49.99]"
39.64,Afternoon,Weekday,4.0,Medium,Rain,2.65,1.17,0.42,19.92,57.3952,46.3788,8.3664,119.39399415680249,0,0,0,1,0.0,1.8948374760994262,0.06520669291338582,"(30.486, 40.238]"
16.27,Evening,Weekday,1.0,High,Rain,4.55,0.79,0.17,61.57,28.164300000000004,12.8533,10.4669,15.854969742052212,1,0,1,1,61.57,0.2600287677800863,0.2634626519976838,"(10.982, 20.734]"
13.18,Morning,Weekday,4.0,Medium,Clear,2.47,1.5,0.4,84.05,55.86,19.77,33.62,9.40861814192879,1,0,0,0,0.0,0.15496766607877718,0.17418899858956277,"(10.982, 20.734]"
37.45,Afternoon,Weekday,4.0,Low,Clear,4.92,0.5,0.11,77.83,32.2063,18.725,8.5613,28.870392878893394,0,0,0,0,0.0,0.47507294177343656,0.12795838751625488,"(30.486, 40.238]"
2.64,Morning,Weekday,1.0,Medium,Snow,4.53,1.71,0.43,98.23,51.2833,4.5144,42.2389,1.6125321437515399,1,0,0,1,0.0,0.026604857401995363,1.2445054945054945,"(1.181, 10.982]"
28.92,Afternoon,Weekend,1.0,Medium,Clear,3.5,0.62,0.11,10.15,22.5469,17.930400000000002,1.1165,170.94555986838216,0,1,0,0,0.0,2.5937219730941705,0.11697860962566844,"(20.734, 30.486]"
38.36,Evening,Weekday,3.0,Medium,Clear,4.94,0.79,0.36,39.09,49.3168,30.3044,14.0724,58.87860508664487,1,0,0,0,0.0,0.9568470940384135,0.12550813008130082,"(30.486, 40.238]"
43.96,,Weekday,2.0,Low,Clear,2.29,1.08,0.25,37.22,59.0718,47.476800000000004,9.305,70.86398392288143,0,0,0,0,0.0,1.1501831501831503,0.05093416370106762,"(40.238, 49.99]"
17.76,Afternoon,Weekday,2.0,,Rain,2.91,1.22,0.34,21.79,32.1634,21.6672,7.4086,48.90182005084762,0,0,0,1,0.0,0.7792891619131199,0.15511727078891258,"(10.982, 20.734]"
41.24,Afternoon,Weekday,1.0,High,Clear,3.91,1.03,0.38,38.26,60.92600000000001,42.4772,14.5388,64.6722738273838,0,0,1,0,38.26,1.0504330106979114,0.09256628787878787,"(40.238, 49.99]"
25.87,Afternoon,Weekday,1.0,Medium,Clear,3.05,0.98,0.24,61.57,19.0904,25.3526,14.7768,25.210084033613445,0,0,0,0,0.0,0.4134569282403708,0.11350949013770002,"(20.734, 30.486]"
42.48,Evening,Weekday,4.0,High,Clear,4.79,1.95,0.14,65.02,96.7288,82.836,9.1028,39.19988434434625,1,0,1,0,65.02,0.6434413813995759,0.11016559337626496,"(40.238, 49.99]"
7.25,,Weekend,3.0,Low,Clear,2.2,1.46,0.13,81.33,23.3579,10.584999999999999,10.5729,5.3485404017676,0,1,0,0,0.0,0.08806024535406291,0.26666666666666666,"(1.181, 10.982]"
20.47,Night,Weekday,3.0,Medium,Rain,3.65,1.22,0.34,48.83,31.306,24.973399999999998,16.6022,25.152261082190268,0,0,0,1,0.0,0.41079670880995384,0.17000465766185374,"(10.982, 20.734]"
25.87,Evening,Weekday,1.0,Medium,Clear,3.77,1.15,0.31,87.74,77.0499,29.7505,27.199399999999997,17.69078397002072,1,0,0,0,0.0,0.2915258057245887,0.14030517305545218,"(20.734, 30.486]"
8.35,Afternoon,Weekday,4.0,Medium,Clear,3.96,1.81,0.4,43.66,36.5375,15.1135,17.464,11.474876662253841,0,0,0,0,0.0,0.18696820420958352,0.4235294117647059,"(1.181, 10.982]"
12.23,Afternoon,Weekday,4.0,Medium,Clear,2.77,0.95,0.3,38.38,25.9025,11.6185,11.514000000000001,19.119034095350255,0,0,0,0,0.0,0.3105637379380396,0.20937263794406652,"(10.982, 20.734]"
36.39,Afternoon,Weekday,2.0,Low,,3.09,0.64,0.27,67.24,44.5344,23.2896,18.154799999999998,32.471453258894186,0,0,0,0,0.0,0.5332649472450176,0.08264241775875902,"(30.486, 40.238]"
36.28,,Weekday,2.0,Low,Rain,4.53,1.64,0.29,7.73,66.039,59.4992,2.2417,281.5822833932683,0,0,0,1,0.0,4.155784650630012,0.12151287553648069,"(30.486, 40.238]"
32.42,Evening,Weekday,4.0,Low,Clear,2.58,1.41,0.11,14.18,49.852,45.7122,1.5598,137.1733212981115,1,0,0,0,0.0,2.1357048748353096,0.07719928186714542,"(30.486, 40.238]"
35.0,Morning,Weekday,2.0,Low,Snow,4.48,1.36,0.23,53.07,64.2861,47.6,12.206100000000001,39.56993137443331,1,0,0,1,0.0,0.6473090438320696,0.12444444444444445,"(30.486, 40.238]"
27.59,Night,Weekend,1.0,Medium,Clear,3.69,0.58,0.49,113.43,75.27289999999999,16.0022,55.5807,14.593945549084637,0,1,0,0,0.0,0.24110810102245914,0.12906610703043023,"(20.734, 30.486]"
13.34,Afternoon,Weekend,4.0,Low,,4.29,0.71,0.45,87.97,53.3479,9.4714,39.5865,9.09849426967646,0,1,0,0,0.0,0.14993818140946386,0.299163179916318,"(10.982, 20.734]"
17.94,Afternoon,,2.0,Low,Rain,4.14,1.43,0.29,15.13,33.2741,25.6542,4.3877,71.14060248767397,0,0,0,1,0.0,1.1122132672039677,0.21858500527983102,"(10.982, 20.734]"
9.9,Afternoon,Weekend,3.0,Medium,Clear,2.62,0.81,0.34,102.33,45.4312,8.019,34.7922,5.8047153050993545,0,1,0,0,0.0,0.09580954224329817,0.24036697247706423,"(1.181, 10.982]"
45.51,Evening,Weekday,4.0,Medium,Rain,3.71,1.26,0.44,89.21,100.305,57.3426,39.252399999999994,30.608470293888843,1,0,0,1,0.0,0.5044895244429665,0.07976779187271554,"(40.238, 49.99]"
29.59,Afternoon,Weekend,4.0,High,Snow,4.6,1.32,0.28,75.26,64.73160000000001,39.058800000000005,21.072800000000004,23.590032500405254,0,1,1,1,75.26,0.3880146865984789,0.15037593984962405,"(20.734, 30.486]"
20.64,Afternoon,,3.0,Medium,,3.3,0.93,0.11,99.33,33.4215,19.1952,10.9263,12.467457158217105,0,0,0,0,0.0,0.2057211203030001,0.15249537892791126,"(10.982, 20.734]"
47.42,Afternoon,Weekend,3.0,High,Rain,3.36,1.22,0.3,30.47,95.9602,57.8524,9.141,93.37525352306814,0,1,1,1,30.47,1.5068319034000637,0.06939281288723667,"(40.238, 49.99]"
8.51,Morning,,4.0,Medium,Clear,2.43,1.58,0.49,63.88,47.177,13.4458,31.3012,7.993037009671167,1,0,0,0,0.0,0.1311652281134402,0.2555205047318612,"(1.181, 10.982]"
29.73,Evening,Weekend,1.0,Low,Clear,3.17,1.22,0.38,68.12,47.488200000000006,36.2706,25.885600000000004,26.185911457033555,1,1,0,0,0.0,0.43012152777777773,0.10315652456882525,"(20.734, 30.486]"
25.79,Afternoon,Weekday,2.0,Medium,Clear,4.86,0.66,0.13,66.91,30.5797,17.0214,8.6983,23.12638057348163,0,0,0,0,0.0,0.3797673391253129,0.18141097424412095,"(20.734, 30.486]"
30.96,Afternoon,Weekday,2.0,High,Clear,2.96,1.24,0.18,69.98,53.9468,38.3904,12.596400000000001,26.54449947556894,0,0,1,0,69.98,0.4361792054099746,0.09261576971214017,"(30.486, 40.238]"
1.89,Morning,Weekday,2.0,Low,,4.6,0.74,0.41,114.1,52.77959999999999,1.3985999999999998,46.78099999999999,0.9938598044182063,1,0,0,0,0.0,0.016420503909643787,1.5916955017301038,"(1.181, 10.982]"
25.87,Evening,Weekday,2.0,,Clear,3.05,0.74,0.35,105.71,74.58429999999998,19.1438,36.99849999999999,14.683484910690131,1,0,0,0,0.0,0.24243276169056324,0.11350949013770002,"(20.734, 30.486]"
35.14,Morning,Weekend,2.0,Medium,Clear,4.17,1.05,0.11,113.49,53.550900000000006,36.897000000000006,12.4839,18.57775005154612,1,1,0,0,0.0,0.3069263691152066,0.11538461538461538,"(30.486, 40.238]"
46.2,Morning,,1.0,Medium,Clear,2.93,1.46,0.43,16.33,77.40390000000001,67.452,7.0219,169.74269163411023,1,0,0,0,0.0,2.665897287939989,0.06207627118644068,"(40.238, 49.99]"
35.65,Night,Weekend,4.0,Low,Rain,4.35,0.69,0.42,35.49,43.8543,24.598499999999998,14.905800000000001,60.26947980592044,0,1,0,1,0.0,0.9769799945190463,0.11869031377899045,"(30.486, 40.238]"
8.47,Evening,Weekend,2.0,High,Clear,3.33,1.15,0.2,61.93,25.4565,9.7405,12.386000000000001,8.205959574103916,1,1,1,0,61.93,0.1345939933259177,0.35163674762407604,"(1.181, 10.982]"
29.24,Afternoon,Weekend,4.0,Medium,Rain,3.46,0.91,0.38,61.57,68.9614,26.6084,23.3966,28.49411894638025,0,1,0,1,0.0,0.4673166054019498,0.11441798941798942,"(20.734, 30.486]"
30.73,Morning,Weekend,3.0,Medium,Rain,4.33,1.83,0.19,63.09,72.553,56.2359,11.987100000000002,29.224638852697545,1,1,0,1,0.0,0.4794819784677797,0.13646391427670973,"(30.486, 40.238]"
21.78,Afternoon,Weekday,4.0,,Clear,3.15,0.56,0.12,91.02,26.2692,12.196800000000001,10.9224,14.357189471394388,0,0,0,0,0.0,0.23668767659204523,0.1382791922739245,"(20.734, 30.486]"
37.09,Evening,Weekend,4.0,Low,Clear,3.33,1.87,0.18,61.57,76.46470000000001,69.35830000000001,11.0826,36.14387386187563,1,1,0,0,0.0,0.5927760907783284,0.08742452087161984,"(30.486, 40.238]"
46.78,Afternoon,Weekend,3.0,Medium,Clear,3.13,1.75,0.17,34.03,90.7801,81.86500000000001,5.785100000000001,82.47871033716714,0,1,0,0,0.0,1.3354267770482444,0.06550858099623273,"(40.238, 49.99]"
46.35,Morning,Weekday,1.0,Medium,Clear,3.1,0.95,0.24,89.15,68.52850000000001,44.0325,21.396,31.194405870515734,1,0,0,0,0.0,0.5141430948419301,0.06546990496304118,"(40.238, 49.99]"
23.09,Morning,Weekday,3.0,High,Rain,3.58,1.68,0.29,23.94,48.835,38.791199999999996,6.9426,57.86822385403874,1,0,1,1,23.94,0.9258219727345629,0.14860938148609382,"(20.734, 30.486]"
6.55,Morning,Weekend,3.0,Medium,Rain,4.43,0.55,0.3,45.41,21.6555,3.6025,13.623,8.654367042056261,1,1,0,1,0.0,0.14113337642749407,0.5867549668874172,"(1.181, 10.982]"
49.26,Afternoon,Weekday,4.0,Low,Clear,3.09,1.95,0.29,35.46,109.4304,96.05699999999999,10.2834,83.34884350518604,0,0,0,0,0.0,1.3510696653867251,0.061480302427377634,"(40.238, 49.99]"
42.11,Evening,Weekday,1.0,High,Clear,3.57,1.29,0.21,45.23,67.3902,54.3219,9.498299999999999,55.86041308317821,1,0,1,0,45.23,0.9108803807051699,0.08281141266527488,"(40.238, 49.99]"
7.11,Morning,Weekday,2.0,Low,Rain,4.01,0.95,0.11,86.46,20.2751,6.7545,9.5106,4.934039319643862,1,0,0,1,0.0,0.08129430596844273,0.49445129469790383,"(1.181, 10.982]"
25.87,Morning,Weekday,3.0,High,Snow,2.81,1.04,0.34,61.57,66.85679999999999,26.9048,20.9338,25.210084033613445,1,0,1,1,61.57,0.4134569282403708,0.10457759583178265,"(20.734, 30.486]"
43.62,Morning,Weekday,2.0,High,Clear,2.83,0.6,0.26,68.86,46.90559999999999,26.171999999999997,17.9036,38.00722038437074,1,0,1,0,68.86,0.6243916404237045,0.06342447333034514,"(40.238, 49.99]"
26.42,Night,Weekend,3.0,Low,Clear,4.8,1.98,0.22,16.49,60.7394,52.311600000000006,3.6277999999999997,96.127490812948,0,1,0,0,0.0,1.510577472841624,0.175054704595186,"(20.734, 30.486]"
29.97,Morning,Weekday,3.0,Medium,Clear,4.17,0.56,0.45,97.58,64.86420000000001,16.7832,43.911,18.427843239332407,1,0,0,0,0.0,0.30401704199634816,0.13464643203099774,"(20.734, 30.486]"
20.55,Evening,Weekday,3.0,Low,Snow,3.73,1.48,0.4,47.54,53.16,30.414,19.016000000000002,25.935726515862235,1,0,0,1,0.0,0.42336217552533995,0.17308584686774942,"(10.982, 20.734]"
3.68,Afternoon,Weekday,3.0,Medium,Clear,3.94,1.16,0.44,79.58,43.224,4.2688,35.0152,2.7745455550724674,0,0,0,0,0.0,0.04566890047158104,0.8418803418803419,"(1.181, 10.982]"
17.42,Afternoon,Weekday,4.0,Medium,Clear,2.09,1.92,0.3,88.42,62.0624,33.446400000000004,26.526,11.820774796823365,0,0,0,0,0.0,0.1948110042496086,0.11346362649294243,"(10.982, 20.734]"
40.34,Morning,Weekend,1.0,Medium,Clear,3.85,0.87,0.15,29.11,43.31230000000001,35.095800000000004,4.366499999999999,83.1449712475868,1,1,0,0,0.0,1.3397542344735969,0.09313014029995162,"(40.238, 49.99]"
1.23,Morning,Weekday,1.0,,Clear,3.53,1.3,0.38,106.74,45.6902,1.599,40.5612,0.6913957763025503,1,0,0,0,0.0,0.011416372749211064,1.5829596412556053,"(1.181, 10.982]"
25.87,Afternoon,Weekday,1.0,Medium,Clear,3.64,1.22,0.18,75.87,38.4514,31.5614,13.656600000000001,20.458517528528834,0,0,0,0,0.0,0.33654221412774815,0.13546706363974692,"(20.734, 30.486]"
20.51,Evening,Weekday,3.0,Medium,Snow,3.08,1.55,0.28,54.3,50.07450000000001,31.790500000000005,15.204,22.66273300847505,1,0,0,1,0.0,0.3708860759493671,0.14318921431892143,"(10.982, 20.734]"
27.33,Afternoon,Weekday,4.0,High,Clear,2.24,0.6,0.13,25.97,22.0141,16.398,3.3761,63.14062824886603,0,0,1,0,25.97,1.0133481646273637,0.07906812566184258,"(20.734, 30.486]"
46.07,Afternoon,Weekend,3.0,High,Clear,2.58,0.79,0.43,113.36,87.7201,36.3953,48.7448,24.384133464360634,0,1,1,0,113.36,0.4028506470793984,0.05481198215423837,"(40.238, 49.99]"
17.97,Morning,Weekend,3.0,Low,Clear,4.85,0.82,0.15,91.83,33.3599,14.735399999999998,13.7745,11.741184311111981,1,1,0,0,0.0,0.19357966174727997,0.25566684238270954,"(10.982, 20.734]"
18.0,Night,Weekday,1.0,,Clear,3.23,1.61,0.46,28.92,45.513200000000005,28.98,13.303200000000002,37.34362357627435,0,0,0,0,0.0,0.6016042780748663,0.17,"(10.982, 20.734]"
37.14,Evening,Weekday,3.0,Low,Clear,3.4,0.78,0.45,43.84,52.0972,28.9692,19.728,50.82959631026948,1,0,0,0,0.0,0.8282783229259589,0.08914525432616675,"(30.486, 40.238]"
